Date,Message
"Jun 25, 2017 ",BART recovering: 10 min delay at WOAK in SF dir due to police activity. 
"Jun 25, 2017 ",10 min delay at WOAK in SF dir due to police activity. 
"Jun 24, 2017 ",10 min delay between WDUB and DUBL in DUBL and DALY dirs due to equip prob. 
"Jun 24, 2017 ",BART recovering: major delay between WDUB and DUBL in DUBL and DALY dirs due to equip prob. 
"Jun 24, 2017 ",Major delay between WDUB and DUBL in DUBL and DALY dirs due to equip prob. 
"Jun 24, 2017 ",BART recovering: 10 min delay system wide. 
"Jun 24, 2017 ",BART recovering: 20 min delay in transbay tube in SF and East Bay dirs due to equip prob. 
"Jun 24, 2017 ",BART recovering: major delay in transbay tube in SF and East Bay dirs due to equip prob. 
"Jun 24, 2017 ",Major delay in transbay tube in SF and East Bay dirs due to equip prob. 
"Jun 24, 2017 ",20 min delay between SF stns and East Bay stns in East Bay dir due to equip prob. 
"Jun 24, 2017 ",BART recovering: 10 min delay between SF stns and East Bay stns in East Bay dir due to equip prob. 
"Jun 23, 2017 ","BART recovering: 10 min delay on SF line in PITT, DUBL and warm springs dirs due to police activity at CIVC stn. "
"Jun 23, 2017 ","BART recovering: 10 min delay at LAKE in warm springs, FRMT, RICH and DALY dirs due to police activity. "
"Jun 23, 2017 ",10 min delay at LAKE in RICH and DALY dirs due to police activity. 
"Jun 23, 2017 ","BART recovering: 10 min delay between SHAY and warm springs in warm springs, FRMT, RICH and DALY dirs due to equip prob. "
"Jun 23, 2017 ","10 min delay between SHAY and warm springs in warm springs, FRMT, RICH and DALY dirs due to equip prob. "
"Jun 23, 2017 ",BART recovering: 20 min delay between SF stns and East Bay stns in East Bay dir due to police activity. 
"Jun 23, 2017 ",20 min delay between SF stns and East Bay stns in East Bay dir due to police activity. 
"Jun 22, 2017 ",10 min delay between SF stns and East Bay stns in East Bay dir due to equip prob. 
"Jun 22, 2017 ","20-30 min delay between UCTY and warm springs in warm springs, FRMT, RICH and DALY dirs due to equip prob in UCTY area. "
"Jun 22, 2017 ","BART recovering: 10 min delay on FRMT line in warm springs, FRMT, RICH and DALY dirs due to equip prob in UCTY area. "
"Jun 22, 2017 ","10 min delay on FRMT line in warm springs, FRMT, RICH and DALY dirs due to equip prob in UCTY area. "
"Jun 22, 2017 ","BART recovering: 10 min delay on RICH line in FRMT, RICH and MLBR dirs due to an earlier equipment prob on tracks in RICH yard. "
"Jun 22, 2017 ","Major delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob in RICH yard. "
"Jun 22, 2017 ","10 min delay at RICH in FRMT, RICH and MLBR dirs due to equip prob. "
"Jun 22, 2017 ","BART recovering: 10 min delay on FRMT line in DUBL, warm springs, RICH and DALY dirs due to police activity. "
"Jun 21, 2017 ",BART recovering: 10 min delay at warm springs in DALY dir due to equip prob. 
"Jun 21, 2017 ",10 min delay at warm springs in DALY dir due to equip prob. 
"Jun 21, 2017 ",BART recovering: 10 min delay on FRMT line in warm springs dir due to equip prob. 
"Jun 21, 2017 ",10 min delay on FRMT line in warm springs dir due to equip prob. 
"Jun 21, 2017 ",BART recovering: 10 min delay at LAKE in RICH and DALY dirs due to an earlier medical emergency. 
"Jun 21, 2017 ",10 min delay at LAKE in RICH and DALY dirs due to a medical emergency. 
"Jun 21, 2017 ",714 MONT train from north CONC has been removed from svc this morning. 
"Jun 21, 2017 ",0726 MONT train from PHIL stn has been removed from svc this morning. we apologize for inconvenience. 
"Jun 21, 2017 ","BART recovering: 20 min delay on SF line in PITT, DUBL and RICH dirs due to equip prob. "
"Jun 21, 2017 ","BART recovering: 10 min delay on SF line in SFO, MLBR, SF and East Bay dirs due to person(s) on track. "
"Jun 21, 2017 ","10 min delay at COLM in SFO, MLBR, SF and East Bay dirs due to person(s) on track. "
"Jun 20, 2017 ","10 min delay on FRMT line in DUBL, warm springs and FRMT dirs due to police activity. "
"Jun 20, 2017 ",10 min delay on SF line in East Bay dir due to equip prob. 
"Jun 20, 2017 ",713 north CONC train to DALY has been removed from svc this morning. we apologize for inconvenience. 
"Jun 20, 2017 ",BART recovering: 10 min delay on SF line in SFO dir due to crowding at downtown stns. 
"Jun 20, 2017 ",BART recovering: 20 min delay on SF line in East Bay dir due to equip prob. 
"Jun 20, 2017 ",BART recovering: 20 min delay on SF line in East Bay dirs due to equip prob and police actions. 
"Jun 20, 2017 ",10 min delay on SF line in East Bay dir due to equip prob. 
"Jun 19, 2017 ","BART recovering: 10 min delay on FRMT line in DUBL, warm springs, FRMT, RICH and DALY dirs due to police activity. "
"Jun 19, 2017 ","10 min delay on FRMT line in DUBL, warm springs, FRMT, RICH and DALY dirs due to police activity. "
"Jun 19, 2017 ",BART recovering: 10 min delay at WOAK in East Bay dir due to police activity. 
"Jun 19, 2017 ",10 min delay at WOAK in East Bay dir due to police activity. 
"Jun 19, 2017 ","BART recovering: 10 min delay at 16TH in SFO, MLBR and DALY dirs due to an earlier equipment prob on a train. "
"Jun 19, 2017 ",BART recovering: 10 min delay at 16TH in MLBR and DALY dirs due to equip prob. 
"Jun 19, 2017 ","642 PHIL train to MONT, and 713 n. CONC train to DALY are not in svc this morning. We apologize for inconvenience. "
"Jun 18, 2017 ",BART recovering: 10 min delay at CIVC in DUBL and DALY dirs due to police activity. 
"Jun 18, 2017 ",10 min delay at CIVC in DUBL and DALY dirs due to police activity. 
"Jun 18, 2017 ","Attn riders! scheduled track work on SF line has been completed, with normal train svc from DUBLpleasanton to DALY. "
"Jun 18, 2017 ",BART recovering: 10 min delay on warm springs line in DUBL and warm springs dirs due to police activity at LAKE stn. 
"Jun 17, 2017 ",10 min delay on FRMT line in RICH and DALY dirs due to equip prob. 
"Jun 17, 2017 ",Trains are now stopping at BAYF stn. 
"Jun 17, 2017 ",Trains are not stopping at BAYF due to ongoing police activity. 
"Jun 17, 2017 ",BART recovering: 10 min delay between WCRK and PITT in PITT dir due to obstruction. 
"Jun 17, 2017 ",10 min delay between WCRK and PITT in PITT dir due to obstruction. 
"Jun 16, 2017 ",BART recovering: 10 min delay at FRMT in warm springs and FRMT dirs due to an earlier medical emergency. 
"Jun 16, 2017 ",10 min delay at FRMT in warm springs and FRMT dirs due to a medical emergency. 
"Jun 16, 2017 ",BART recovering: 10 min delay at ASBY in FRMT and MLBR dirs due to police activity. 
"Jun 16, 2017 ",BART recovering: 10 min delay at GLEN in East Bay dir due to equip prob. 
"Jun 16, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to an earlier medical emergency at BALB. "
"Jun 16, 2017 ","10 min delay at BALB in SFO, MLBR and DALY dirs due to a medical emergency. "
"Jun 16, 2017 ","BART recovering: 20 min delay on FRMT line in DUBL, warm springs, RICH and DALY dirs due to equip prob. "
"Jun 16, 2017 ","10 min delay on FRMT line in DUBL, warm springs, RICH and DALY dirs due to equip prob. "
"Jun 16, 2017 ",10 min delay at COLS in DUBL and warm springs dirs due to equip prob. 
"Jun 15, 2017 ",20 min delay on SF line in East Bay dirs due to warriors parade and event. 
"Jun 15, 2017 ",BART recovering: 20 min delay on RICH line in FRMT and MLBR dirs due to police activity. 
"Jun 15, 2017 ",10 min delay on RICH line in FRMT and MLBR dirs due to police activity. 
"Jun 15, 2017 ","Due to large crowds at LAKE, trains will not stop on SF and RICH plat. we have svc to FRMT/warm springs and DUBL only at LAKE. "
"Jun 15, 2017 ","Purchase your $15 clipper card, cash only, at following stns FRMT, warm springs, DUBL, DELN, COLS, BAYF, and MLBR. "
"Jun 15, 2017 ","Due to parade, 0812, 0827 and 0842 extra commute trains from PHIL to DALY will be redistributed to other busy areas. "
"Jun 14, 2017 ",10 min delay on RICH line in FRMT and MLBR dirs due to equip prob. 
"Jun 14, 2017 ","BART recovering: 10 min delay at WOAK in SFO, MLBR, DALY and East Bay dirs due to police activity. "
"Jun 14, 2017 ","10 min delay at WOAK in SFO, MLBR, DALY and East Bay dirs due to police activity. "
"Jun 13, 2017 ",BART recovering: 10 min delay at SF stns in warm springs and RICH dirs due to equip prob. 
"Jun 13, 2017 ",10 min delay at POWL in East Bay dir due to equip prob. 
"Jun 13, 2017 ",10 min delay at POWL in FRMT dir due to equip prob. 
"Jun 13, 2017 ",10 min delay on warm springs line in DUBL and warm springs dirs. 
"Jun 13, 2017 ",10 min delay on PITT line in SF dir. 
"Jun 13, 2017 ",10 min delay in warm springs dir. 
"Jun 13, 2017 ",BART recovering: 10 min delay on PITT line in PITT and PHIL dirs due to equip prob. 
"Jun 12, 2017 ","10 min delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Jun 12, 2017 ",BART recovering: 20 min delay at SF stns in East Bay dir due to police activity. 
"Jun 12, 2017 ",BART recovering: 20 min delay at POWL in East Bay dir due to police activity. 
"Jun 12, 2017 ",20 min delay at POWL in East Bay dir due to police activity. 
"Jun 12, 2017 ",All entrances at POWL stn are now reopened. 
"Jun 12, 2017 ",10 min delay at GLEN in East Bay dir due to equip prob. 
"Jun 12, 2017 ","Due to sfpd activity at POWL, entrances at market and 4th, ellis and stockton are closed. all other entrances are open. "
"Jun 12, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to police activity. "
"Jun 11, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Jun 11, 2017 ","BART recovering: 10 min delay at EMBR on SF line in SFO, MLBR and East Bay dirs due to an earlier equipment prob on track. "
"Jun 11, 2017 ","Stn closure at EMBR on SF line in SFO, MLBR and East Bay dirs due to equip prob. "
"Jun 11, 2017 ","BART recovering: 10 min delay at EMBR on SF line in SFO, MLBR and East Bay dirs due to equip prob. "
"Jun 11, 2017 ","10 min delay at EMBR on SF line in SFO, MLBR and East Bay dirs due to equip prob. "
"Jun 10, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Jun 10, 2017 ",BART recovering: 10 min delay at EMBR in East Bay dir due to police activity. 
"Jun 10, 2017 ",BART recovering: 20 min delay at BAYF on warm springs line in DUBL and warm springs dirs. 
"Jun 10, 2017 ",Trains are not stopping at BAYF due to police activity. 
"Jun 10, 2017 ",10 min delay at BAYF in DUBL and warm springs dirs due to police activity. 
"Jun 10, 2017 ",BART recovering: 10 min delay on warm springs line in warm springs dir due to police activity at UCTY stn. 
"Jun 10, 2017 ",10 min delay on warm springs line in warm springs dir due to police activity at UCTY stn. 
"Jun 09, 2017 ",Trains are not stopping at NCON due to police activity. 
"Jun 09, 2017 ","BART recovering: 10 min delay at EMBR in DUBL, warm springs and RICH dirs due to equip prob. "
"Jun 09, 2017 ",10 min delay on PITT line in SF dir. 
"Jun 09, 2017 ",10 min delay on SF line in MLBR dir. 
"Jun 09, 2017 ","BART recovering: 10 min delay in PITT, DUBL, warm springs and RICH dirs due to police activity. "
"Jun 08, 2017 ",BART recovering: 20 min delay on SF line in East Bay dir due to police activity. 
"Jun 08, 2017 ",10 min delay on SF line in East Bay dir due to person(s) on track. 
"Jun 08, 2017 ",BART recovering: 10 min delay on SF line in East Bay dir due to equip prob. 
"Jun 08, 2017 ","BART recovering: major delay on SF line in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Jun 08, 2017 ","Major delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Jun 08, 2017 ","10 min delay system wide due to equip prob, a prob on track, and to police activity. "
"Jun 08, 2017 ","BART recovering: 20 min delay on RICH line in warm springs, RICH and MLBR dirs due to equip prob. "
"Jun 08, 2017 ","10 min delay on RICH line in warm springs, RICH and MLBR dirs due to equip prob. "
"Jun 07, 2017 ","BART recovering: 20 min delay on SF line in SFO, MLBR, DALY and East Bay dirs due to equip prob at DALY. "
"Jun 07, 2017 ","20 min delay on SF line in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Jun 07, 2017 ",BART recovering: 10 min delay at DALY in PITT and DUBL dirs due to earlier track maintenance. 
"Jun 07, 2017 ",10 min delay at DALY in PITT and DUBL dirs due to track maint. 
"Jun 06, 2017 ",10 min delay at PHIL in SFO and DALY dirs due to equip prob. 
"Jun 06, 2017 ","BART recovering: 10 min delay at 12TH in SFO, MLBR and DALY dirs due to police activity. "
"Jun 06, 2017 ","10 min delay at 12TH in SFO, MLBR and DALY dirs due to police activity. "
"Jun 06, 2017 ","BART recovering: 10 min delay in PITT, DUBL, warm springs and RICH dirs due to equip prob. "
"Jun 05, 2017 ",BART recovering: 20 min delay on SF line in East Bay dir due to equip prob. 
"Jun 05, 2017 ",20 min delay on SF line in East Bay dir due to equip prob. 
"Jun 05, 2017 ",BART recovering: 10 min delay on SF line in East Bay dir due to track maint. 
"Jun 05, 2017 ","10 min delay on SF line in SFO, MLBR, DALY and East Bay dirs due to track maint. "
"Jun 05, 2017 ",BART recovering: 10 min delay at WOAK in DALY dir due to equip prob. 
"Jun 05, 2017 ",10- min delay at WOAK in DALY dir due to equip prob. 
"Jun 05, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8ClxdpM6v 
"Jun 05, 2017 ","10 min delay at EMBR in SFO, MLBR, DALY and East Bay dirs due to an earlier equipment prob on a train and medical emergency. "
"Jun 04, 2017 ","BART recovering: 10 min delay at FTVL in DUBL, warm springs and FRMT dirs due to police activity. "
"Jun 04, 2017 ","10 min delay at FTVL in DUBL, warm springs and FRMT dirs due to police activity. "
"Jun 04, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8ClxdpM6v 
"Jun 04, 2017 ",BART recovering: 10 min delay in East Bay dirs due to an earlier medical emergency. 
"Jun 03, 2017 ","BART recovering: 20 min delay in PITT, DUBL, FRMT, RICH, SFO, MLBR and DALY dirs due to a medical emergency. "
"Jun 03, 2017 ","BART recovering: major delay on SF line in PITT, DUBL, RICH, SFO, MLBR and DALY dirs due to a medical emergency. "
"Jun 03, 2017 ","Major delay at 16TH on SF line in PITT, DUBL, RICH, SFO, MLBR and DALY dirs due to a medical emergency. "
"Jun 03, 2017 ",Major delay at 16TH on SF line in PITT and DUBL dirs due to a medical emergency. 
"Jun 03, 2017 ",10 min delay at 16TH on SF line in PITT and DUBL dirs due to a medical emergency. 
"Jun 03, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8ClxdpM6v 
"Jun 03, 2017 ","BART recovering: 10 min delay on SF line in SFO, MLBR and DALY dirs due to police activity at CIVC stn. "
"Jun 03, 2017 ","10 min delay on SF line in SFO, MLBR and DALY dirs due to police activity at CIVC stn. "
"Jun 03, 2017 ",BART recovering: major delay on FRMT line in DUBL and warm springs dirs due to equip prob. 
"Jun 03, 2017 ",20 min delay on warm springs line in DUBL and warm springs dirs due to equip prob. 
"Jun 03, 2017 ",BART recovering: 10 min delay between SF stns and East Bay stns in East Bay dir due to police activity. 
"Jun 02, 2017 ",BART recovering: 10 min delay system wide due to an earlier equipment prob on track. 
"Jun 02, 2017 ",BART recovering: major delay system wide due to equip prob. 
"Jun 02, 2017 ",Major delay system wide due to equip prob. 
"Jun 02, 2017 ","BART recovering: 10 min delay on SF line in SFO, MLBR and East Bay dirs due to required track maintenance. "
"Jun 02, 2017 ","10 min delay on SF line in SFO, MLBR and East Bay dirs due to track maint near 24th and mission. "
"Jun 02, 2017 ","Major delay at SHAY on FRMT line in warm springs, FRMT, RICH and DALY dirs due to equip prob. "
"Jun 02, 2017 ",Major delay at SHAY on FRMT line in warm springs and FRMT dirs due to equip prob. 
"Jun 01, 2017 ","BART recovering: 10 min delay at WOAK in SFO, MLBR and DALY dirs due to police activity. "
"Jun 01, 2017 ","10 min delay at WOAK in SFO, MLBR and DALY dirs due to police activity. "
"Jun 01, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8ClxdpM6v 
"Jun 01, 2017 ",10 min delay on SF line in PITT and warm springs dirs due to equip prob. 
"May 31, 2017 ",BART recovering: 10 min delay on SF line in East Bay dirs due to equip prob. 
